id,assignmentId,userId,courseId,progress,score,timeInvested,completionStatus,certificateUrl,quizScore,assignmentScore,participationCount,timeSpentOnQuizzes,updatedAt
99,99,8,624,100.0,96.90831335373252,25,COMPLETED,https://th.bing.com/th/id/OIP.0sNWprQMpNBq_17I23CVvwAAAA?rs=1&pid=ImgDetMain,68.0,96.0,10,6,2024-08-29 16:27:50
100,100,8,501,100.0,82.20838379529677,14,COMPLETED,https://th.bing.com/th/id/OIP.0sNWprQMpNBq_17I23CVvwAAAA?rs=1&pid=ImgDetMain,62.0,77.0,7,1,2024-02-14 21:03:08
101,101,8,162,100.0,53.93778656179383,15,COMPLETED,https://th.bing.com/th/id/OIP.0sNWprQMpNBq_17I23CVvwAAAA?rs=1&pid=ImgDetMain,24.0,54.0,9,7,2024-03-21 15:45:57
102,102,8,876,0.0,0.0,0,NOT_STARTED,None,0.0,0.0,0,0,2024-06-10 05:31:52
103,103,8,1651,67.53096051781765,90.54070980440044,17,IN_PROGRESS,None,79.0,61.0,10,3,2024-04-27 23:45:37
104,104,8,1285,0.0,0.0,0,NOT_STARTED,None,0.0,0.0,0,0,2024-03-04 04:42:43
105,105,8,1541,8.637612256213211,71.60128660595873,13,IN_PROGRESS,None,24.0,45.0,6,8,2024-08-07 01:24:53
106,106,8,3212,84.0445706287568,95.81281905506316,11,IN_PROGRESS,None,91.0,60.0,3,2,2024-06-14 11:08:01
107,107,9,139,100.0,61.01061060840675,8,COMPLETED,https://th.bing.com/th/id/OIP.0sNWprQMpNBq_17I23CVvwAAAA?rs=1&pid=ImgDetMain,22.0,33.0,1,7,2024-06-05 16:53:16
108,108,9,3201,100.0,59.92884214625152,7,COMPLETED,https://th.bing.com/th/id/OIP.0sNWprQMpNBq_17I23CVvwAAAA?rs=1&pid=ImgDetMain,47.0,91.0,7,5,2024-05-01 21:33:29
109,109,9,824,0.0,0.0,0,NOT_STARTED,None,0.0,0.0,0,0,2024-09-09 12:57:50
110,110,9,1609,100.0,81.7637632175813,24,COMPLETED,https://th.bing.com/th/id/OIP.0sNWprQMpNBq_17I23CVvwAAAA?rs=1&pid=ImgDetMain,61.0,28.0,10,10,2024-06-10 20:23:20
111,111,9,514,5.573624006893418,70.99451105887549,2,IN_PROGRESS,None,50.0,44.0,2,2,2024-02-25 23:16:36
112,112,9,561,0.0,0.0,0,NOT_STARTED,None,0.0,0.0,0,0,2024-02-27 01:03:24
113,113,9,709,100.0,66.41308348742301,11,COMPLETED,https://th.bing.com/th/id/OIP.0sNWprQMpNBq_17I23CVvwAAAA?rs=1&pid=ImgDetMain,23.0,34.0,7,5,2024-01-06 22:06:16
114,114,9,3634,46.03862682527483,81.86178313429224,25,IN_PROGRESS,None,86.0,63.0,7,3,2024-08-09 12:33:12
115,115,9,1971,100.0,84.59177442882859,13,COMPLETED,https://th.bing.com/th/id/OIP.0sNWprQMpNBq_17I23CVvwAAAA?rs=1&pid=ImgDetMain,71.0,98.0,4,5,2024-08-16 02:36:26
116,116,9,1858,90.7173467902494,61.60181440663018,16,IN_PROGRESS,None,86.0,89.0,7,5,2024-03-24 23:41:13
117,117,9,1310,0.0,0.0,0,NOT_STARTED,None,0.0,0.0,0,0,2024-07-23 01:04:31
118,118,9,2680,100.0,73.33607297521893,15,COMPLETED,https://th.bing.com/th/id/OIP.0sNWprQMpNBq_17I23CVvwAAAA?rs=1&pid=ImgDetMain,82.0,63.0,2,10,2024-03-27 16:55:57
119,119,9,716,100.0,71.4224978305817,24,COMPLETED,https://th.bing.com/th/id/OIP.0sNWprQMpNBq_17I23CVvwAAAA?rs=1&pid=ImgDetMain,50.0,99.0,9,9,2024-09-15 07:39:22
120,120,9,2261,100.0,63.679803631440464,10,COMPLETED,https://th.bing.com/th/id/OIP.0sNWprQMpNBq_17I23CVvwAAAA?rs=1&pid=ImgDetMain,66.0,92.0,6,9,2024-07-18 04:23:39
121,121,9,1835,100.0,89.50370175427868,20,COMPLETED,https://th.bing.com/th/id/OIP.0sNWprQMpNBq_17I23CVvwAAAA?rs=1&pid=ImgDetMain,25.0,59.0,5,9,2024-06-01 06:19:44
122,122,9,3504,71.05261743834922,59.32542922379304,22,IN_PROGRESS,None,30.0,57.0,5,6,2024-07-27 11:47:20
123,123,9,2486,0.0,0.0,0,NOT_STARTED,None,0.0,0.0,0,0,2024-10-02 05:51:09
124,124,9,2233,0.0,0.0,0,NOT_STARTED,None,0.0,0.0,0,0,2024-03-21 04:03:39
125,125,9,613,94.16413697038408,93.64447638140432,22,IN_PROGRESS,None,2.0,30.0,5,2,2024-01-09 17:38:03
126,126,9,2879,100.0,95.9092909943012,27,COMPLETED,https://th.bing.com/th/id/OIP.0sNWprQMpNBq_17I23CVvwAAAA?rs=1&pid=ImgDetMain,67.0,46.0,2,7,2024-01-09 05:35:14
127,127,9,2996,0.0,0.0,0,NOT_STARTED,None,0.0,0.0,0,0,2024-06-07 01:34:20
128,128,9,352,27.860239076900186,77.61802117378575,8,IN_PROGRESS,None,66.0,72.0,7,2,2024-03-09 05:34:45
129,129,10,2592,100.0,63.58395410174051,29,COMPLETED,https://th.bing.com/th/id/OIP.0sNWprQMpNBq_17I23CVvwAAAA?rs=1&pid=ImgDetMain,75.0,67.0,9,3,2024-02-24 05:27:57
130,130,10,3101,76.59675456092245,84.56167925534609,10,IN_PROGRESS,None,10.0,80.0,5,8,2024-06-09 07:01:08
131,131,10,732,0.0,0.0,0,NOT_STARTED,None,0.0,0.0,0,0,2024-06-04 21:37:10
132,132,10,3438,0.0,0.0,0,NOT_STARTED,None,0.0,0.0,0,0,2024-09-02 15:44:02
133,133,10,127,100.0,75.27946823891016,29,COMPLETED,https://th.bing.com/th/id/OIP.0sNWprQMpNBq_17I23CVvwAAAA?rs=1&pid=ImgDetMain,81.0,42.0,8,6,2024-02-28 03:10:46
134,134,10,722,0.0,0.0,0,NOT_STARTED,None,0.0,0.0,0,0,2024-04-10 19:52:03
135,135,10,2309,27.255926700778254,84.10273434157574,9,IN_PROGRESS,None,96.0,96.0,5,6,2024-04-04 21:51:01
136,136,10,1418,100.0,55.003715259725,7,COMPLETED,https://th.bing.com/th/id/OIP.0sNWprQMpNBq_17I23CVvwAAAA?rs=1&pid=ImgDetMain,46.0,89.0,10,7,2024-05-10 04:34:49
137,137,10,2739,23.20870512624107,75.41833888306758,6,IN_PROGRESS,None,24.0,80.0,2,9,2024-06-19 18:01:35
138,138,10,534,31.99095110076701,79.04890200337277,26,IN_PROGRESS,None,74.0,30.0,5,3,2024-04-27 07:46:55
139,139,10,3516,89.00420650281664,60.74588920196254,7,IN_PROGRESS,None,11.0,9.0,1,8,2024-08-01 18:14:24
140,140,10,3338,100.0,86.9386123892154,3,COMPLETED,https://th.bing.com/th/id/OIP.0sNWprQMpNBq_17I23CVvwAAAA?rs=1&pid=ImgDetMain,65.0,86.0,7,6,2024-05-06 22:20:03
141,141,10,3105,76.36522628142801,88.57007875991164,18,IN_PROGRESS,None,48.0,82.0,7,1,2024-03-30 23:32:03
142,142,10,2989,33.15342829048974,62.21566905289579,13,IN_PROGRESS,None,25.0,12.0,3,1,2024-09-23 12:12:49
143,143,10,1611,0.0,0.0,0,NOT_STARTED,None,0.0,0.0,0,0,2024-03-11 19:23:27
144,144,10,3107,28.090499282564664,63.893223789868365,26,IN_PROGRESS,None,66.0,79.0,3,3,2024-07-17 01:07:35
145,145,10,2238,100.0,89.11529392435419,19,COMPLETED,https://th.bing.com/th/id/OIP.0sNWprQMpNBq_17I23CVvwAAAA?rs=1&pid=ImgDetMain,100.0,29.0,5,9,2024-02-25 08:07:54
146,146,10,41,78.74182314371033,57.241977223134576,12,IN_PROGRESS,None,90.0,34.0,5,1,2024-08-04 11:36:57
147,147,10,1770,100.0,73.6379301056976,24,COMPLETED,https://th.bing.com/th/id/OIP.0sNWprQMpNBq_17I23CVvwAAAA?rs=1&pid=ImgDetMain,28.0,60.0,6,8,2024-09-26 14:50:36
148,148,10,2212,39.40704501475554,95.96182332810872,22,IN_PROGRESS,None,12.0,87.0,2,8,2024-01-13 13:31:22
149,149,11,50,100.0,77.67145036287982,23,COMPLETED,https://th.bing.com/th/id/OIP.0sNWprQMpNBq_17I23CVvwAAAA?rs=1&pid=ImgDetMain,30.0,49.0,3,9,2024-09-20 08:02:02
150,150,11,2040,0.0,0.0,0,NOT_STARTED,None,0.0,0.0,0,0,2024-05-04 14:22:16
151,151,11,506,0.0,0.0,0,NOT_STARTED,None,0.0,0.0,0,0,2024-08-29 07:49:36
152,152,11,1279,100.0,84.8123897339312,22,COMPLETED,https://th.bing.com/th/id/OIP.0sNWprQMpNBq_17I23CVvwAAAA?rs=1&pid=ImgDetMain,56.0,97.0,1,2,2024-01-06 05:29:16
153,153,11,209,40.5749146061473,72.21516395379201,5,IN_PROGRESS,None,97.0,43.0,3,6,2024-09-17 02:06:29
154,154,11,1982,0.0,0.0,0,NOT_STARTED,None,0.0,0.0,0,0,2024-04-05 09:50:16
155,155,11,126,100.0,66.7615371557982,25,COMPLETED,https://th.bing.com/th/id/OIP.0sNWprQMpNBq_17I23CVvwAAAA?rs=1&pid=ImgDetMain,58.0,73.0,1,7,2024-09-04 14:13:07
156,156,11,3473,100.0,57.56560407381465,11,COMPLETED,https://th.bing.com/th/id/OIP.0sNWprQMpNBq_17I23CVvwAAAA?rs=1&pid=ImgDetMain,29.0,68.0,5,1,2024-05-28 03:07:49
157,157,11,357,100.0,76.47262785780617,24,COMPLETED,https://th.bing.com/th/id/OIP.0sNWprQMpNBq_17I23CVvwAAAA?rs=1&pid=ImgDetMain,52.0,30.0,10,10,2024-07-28 11:19:52
158,158,11,3192,100.0,71.27008145735712,15,COMPLETED,https://th.bing.com/th/id/OIP.0sNWprQMpNBq_17I23CVvwAAAA?rs=1&pid=ImgDetMain,56.0,77.0,6,4,2024-05-13 09:42:27
159,159,11,3145,100.0,61.02527640349628,16,COMPLETED,https://th.bing.com/th/id/OIP.0sNWprQMpNBq_17I23CVvwAAAA?rs=1&pid=ImgDetMain,97.0,29.0,6,1,2024-01-29 10:17:48
160,160,11,458,0.0,0.0,0,NOT_STARTED,None,0.0,0.0,0,0,2024-09-28 05:47:31
161,161,11,1487,100.0,75.7996428397791,20,COMPLETED,https://th.bing.com/th/id/OIP.0sNWprQMpNBq_17I23CVvwAAAA?rs=1&pid=ImgDetMain,59.0,91.0,3,1,2024-02-23 11:08:55
162,162,11,2411,67.92570088962468,60.92251603821325,24,IN_PROGRESS,None,69.0,47.0,1,9,2024-04-27 04:14:39
163,163,11,2016,100.0,55.93044324566048,30,COMPLETED,https://th.bing.com/th/id/OIP.0sNWprQMpNBq_17I23CVvwAAAA?rs=1&pid=ImgDetMain,57.0,64.0,2,1,2024-07-16 02:28:23
164,164,11,1339,100.0,89.77234259687735,18,COMPLETED,https://th.bing.com/th/id/OIP.0sNWprQMpNBq_17I23CVvwAAAA?rs=1&pid=ImgDetMain,66.0,47.0,2,8,2024-04-13 17:18:47
165,165,11,582,87.14876905562414,67.69170403694514,25,IN_PROGRESS,None,9.0,92.0,7,10,2024-04-05 13:00:28
166,166,11,2470,40.22070274292946,56.406422060861615,27,IN_PROGRESS,None,21.0,60.0,5,6,2024-05-08 18:10:31
167,167,11,2009,0.0,0.0,0,NOT_STARTED,None,0.0,0.0,0,0,2024-07-22 22:36:07
168,168,12,3374,0.0,0.0,0,NOT_STARTED,None,0.0,0.0,0,0,2024-07-12 03:18:05
169,169,12,3665,15.815344577209023,89.71607367246892,4,IN_PROGRESS,None,73.0,9.0,3,6,2024-06-21 11:59:44
170,170,12,342,100.0,79.76851571767634,11,COMPLETED,https://th.bing.com/th/id/OIP.0sNWprQMpNBq_17I23CVvwAAAA?rs=1&pid=ImgDetMain,81.0,50.0,3,10,2024-02-15 03:39:29
171,171,12,2210,92.92615161589778,78.8314106912178,11,IN_PROGRESS,None,55.0,93.0,5,3,2024-02-14 22:41:17
172,172,12,540,100.0,80.56542315641974,11,COMPLETED,https://th.bing.com/th/id/OIP.0sNWprQMpNBq_17I23CVvwAAAA?rs=1&pid=ImgDetMain,60.0,57.0,5,1,2024-07-21 02:33:56
173,173,12,1216,39.90990643100485,85.97551396021157,30,IN_PROGRESS,None,81.0,28.0,5,1,2024-04-13 19:34:48
174,174,12,3011,0.0,0.0,0,NOT_STARTED,None,0.0,0.0,0,0,2024-04-01 08:22:07
175,175,12,3152,4.44298005450412,76.33380977975092,6,IN_PROGRESS,None,46.0,44.0,7,6,2024-03-27 07:30:01
176,176,12,2476,100.0,93.63858838331193,14,COMPLETED,https://th.bing.com/th/id/OIP.0sNWprQMpNBq_17I23CVvwAAAA?rs=1&pid=ImgDetMain,99.0,30.0,3,9,2024-02-07 06:52:36
177,177,12,2052,100.0,62.7183321089818,26,COMPLETED,https://th.bing.com/th/id/OIP.0sNWprQMpNBq_17I23CVvwAAAA?rs=1&pid=ImgDetMain,22.0,20.0,9,9,2024-09-23 11:22:17
178,178,12,1915,3.46485233864966,68.6539728498398,3,IN_PROGRESS,None,20.0,62.0,6,2,2024-08-11 00:19:36
179,179,12,1961,0.0,0.0,0,NOT_STARTED,None,0.0,0.0,0,0,2024-01-12 22:24:50
