id,userId,skillId,proficiencyLevel,updatedAt
90,4,3,ADVANCED,2024-10-08 13:47:43.591
91,4,37,ADVANCED,2024-10-08 13:47:43.591
92,4,17,INTERMEDIATE,2024-10-08 13:47:43.591
93,4,47,INTERMEDIATE,2024-10-08 13:47:43.591
94,4,13,BEGINNER,2024-10-08 13:47:43.591
95,4,12,ADVANCED,2024-10-08 13:47:43.591
96,4,24,INTERMEDIATE,2024-10-08 13:47:43.591
97,4,41,BEGINNER,2024-10-08 13:47:43.591
98,4,2,INTERMEDIATE,2024-10-08 13:47:43.591
99,4,44,BEGINNER,2024-10-08 13:47:43.591
100,4,28,BEGINNER,2024-10-08 13:47:43.591
101,4,18,INTERMEDIATE,2024-10-08 13:47:43.591
102,4,20,BEGINNER,2024-10-08 13:47:43.591
103,4,11,BEGINNER,2024-10-08 13:47:43.591
104,4,42,BEGINNER,2024-10-08 13:47:43.591
105,4,45,ADVANCED,2024-10-08 13:47:43.591
106,4,21,BEGINNER,2024-10-08 13:47:43.591
107,4,36,INTERMEDIATE,2024-10-08 13:47:43.591
108,4,25,BEGINNER,2024-10-08 13:47:43.591
109,4,50,BEGINNER,2024-10-08 13:47:43.591
110,4,22,INTERMEDIATE,2024-10-08 13:47:43.591
111,5,48,INTERMEDIATE,2024-10-08 13:47:43.591
112,5,27,ADVANCED,2024-10-08 13:47:43.591
113,5,40,INTERMEDIATE,2024-10-08 13:47:43.591
114,6,53,INTERMEDIATE,2024-10-08 13:47:43.591
115,6,21,BEGINNER,2024-10-08 13:47:43.591
116,6,32,ADVANCED,2024-10-08 13:47:43.591
117,6,31,BEGINNER,2024-10-08 13:47:43.591
118,6,48,ADVANCED,2024-10-08 13:47:43.591
119,6,45,ADVANCED,2024-10-08 13:47:43.591
120,6,25,BEGINNER,2024-10-08 13:47:43.591
121,6,46,BEGINNER,2024-10-08 13:47:43.591
122,6,2,INTERMEDIATE,2024-10-08 13:47:43.591
123,6,54,BEGINNER,2024-10-08 13:47:43.591
124,6,19,INTERMEDIATE,2024-10-08 13:47:43.591
125,6,37,INTERMEDIATE,2024-10-08 13:47:43.591
126,6,3,BEGINNER,2024-10-08 13:47:43.591
127,6,14,ADVANCED,2024-10-08 13:47:43.591
128,6,52,ADVANCED,2024-10-08 13:47:43.591
129,6,51,INTERMEDIATE,2024-10-08 13:47:43.591
130,6,38,ADVANCED,2024-10-08 13:47:43.591
131,6,26,BEGINNER,2024-10-08 13:47:43.591
132,6,49,BEGINNER,2024-10-08 13:47:43.591
133,6,15,ADVANCED,2024-10-08 13:47:43.591
134,6,36,INTERMEDIATE,2024-10-08 13:47:43.591
135,6,18,BEGINNER,2024-10-08 13:47:43.591
136,6,22,INTERMEDIATE,2024-10-08 13:47:43.591
137,6,43,ADVANCED,2024-10-08 13:47:43.591
138,6,47,ADVANCED,2024-10-08 13:47:43.591
139,6,20,BEGINNER,2024-10-08 13:47:43.591
140,6,33,ADVANCED,2024-10-08 13:47:43.591
141,6,41,INTERMEDIATE,2024-10-08 13:47:43.591
142,6,24,BEGINNER,2024-10-08 13:47:43.591
143,6,28,BEGINNER,2024-10-08 13:47:43.591
144,6,1,ADVANCED,2024-10-08 13:47:43.591
145,6,11,ADVANCED,2024-10-08 13:47:43.591
146,6,44,INTERMEDIATE,2024-10-08 13:47:43.591
147,6,23,ADVANCED,2024-10-08 13:47:43.591
148,6,35,INTERMEDIATE,2024-10-08 13:47:43.591
149,6,34,ADVANCED,2024-10-08 13:47:43.591
150,6,29,ADVANCED,2024-10-08 13:47:43.591
151,6,17,BEGINNER,2024-10-08 13:47:43.591
152,6,4,ADVANCED,2024-10-08 13:47:43.591
153,6,40,BEGINNER,2024-10-08 13:47:43.591
154,6,13,ADVANCED,2024-10-08 13:47:43.591
155,6,5,BEGINNER,2024-10-08 13:47:43.591
156,6,39,INTERMEDIATE,2024-10-08 13:47:43.591
157,6,55,BEGINNER,2024-10-08 13:47:43.591
158,6,30,BEGINNER,2024-10-08 13:47:43.591
159,6,42,BEGINNER,2024-10-08 13:47:43.591
160,6,12,ADVANCED,2024-10-08 13:47:43.591
161,6,50,ADVANCED,2024-10-08 13:47:43.591
162,6,27,BEGINNER,2024-10-08 13:47:43.591
163,6,16,INTERMEDIATE,2024-10-08 13:47:43.591
164,7,17,INTERMEDIATE,2024-10-08 13:47:43.591
165,7,27,INTERMEDIATE,2024-10-08 13:47:43.591
166,7,34,ADVANCED,2024-10-08 13:47:43.591
167,8,18,INTERMEDIATE,2024-10-08 13:47:43.591
168,8,22,ADVANCED,2024-10-08 13:47:43.591
169,8,42,BEGINNER,2024-10-08 13:47:43.591
170,8,27,BEGINNER,2024-10-08 13:47:43.591
171,9,34,INTERMEDIATE,2024-10-08 13:47:43.591
172,9,48,INTERMEDIATE,2024-10-08 13:47:43.591
173,9,54,BEGINNER,2024-10-08 13:47:43.591
174,9,45,ADVANCED,2024-10-08 13:47:43.591
175,9,13,INTERMEDIATE,2024-10-08 13:47:43.591
176,9,27,BEGINNER,2024-10-08 13:47:43.591
177,9,4,ADVANCED,2024-10-08 13:47:43.591
178,9,20,BEGINNER,2024-10-08 13:47:43.591
179,9,43,INTERMEDIATE,2024-10-08 13:47:43.591
180,9,55,ADVANCED,2024-10-08 13:47:43.591
181,9,23,BEGINNER,2024-10-08 13:47:43.591
182,9,29,ADVANCED,2024-10-08 13:47:43.591
183,9,44,BEGINNER,2024-10-08 13:47:43.591
184,9,33,ADVANCED,2024-10-08 13:47:43.591
185,9,42,INTERMEDIATE,2024-10-08 13:47:43.591
186,10,55,INTERMEDIATE,2024-10-08 13:47:43.591
187,10,20,INTERMEDIATE,2024-10-08 13:47:43.591
188,10,13,INTERMEDIATE,2024-10-08 13:47:43.591
189,10,12,INTERMEDIATE,2024-10-08 13:47:43.591
190,10,49,BEGINNER,2024-10-08 13:47:43.591
191,10,44,INTERMEDIATE,2024-10-08 13:47:43.591
192,10,18,INTERMEDIATE,2024-10-08 13:47:43.591
193,10,25,BEGINNER,2024-10-08 13:47:43.591
194,10,47,ADVANCED,2024-10-08 13:47:43.591
195,10,26,INTERMEDIATE,2024-10-08 13:47:43.591
196,10,41,ADVANCED,2024-10-08 13:47:43.591
197,10,27,ADVANCED,2024-10-08 13:47:43.591
198,10,24,INTERMEDIATE,2024-10-08 13:47:43.591
199,10,28,BEGINNER,2024-10-08 13:47:43.591
200,10,42,INTERMEDIATE,2024-10-08 13:47:43.591
201,10,30,INTERMEDIATE,2024-10-08 13:47:43.591
202,10,46,ADVANCED,2024-10-08 13:47:43.591
203,10,37,BEGINNER,2024-10-08 13:47:43.591
204,10,35,ADVANCED,2024-10-08 13:47:43.591
205,10,29,BEGINNER,2024-10-08 13:47:43.591
206,10,19,INTERMEDIATE,2024-10-08 13:47:43.591
207,10,11,ADVANCED,2024-10-08 13:47:43.591
208,10,43,INTERMEDIATE,2024-10-08 13:47:43.591
209,10,48,BEGINNER,2024-10-08 13:47:43.591
210,10,52,BEGINNER,2024-10-08 13:47:43.591
211,10,2,INTERMEDIATE,2024-10-08 13:47:43.591
212,10,39,INTERMEDIATE,2024-10-08 13:47:43.591
213,10,53,BEGINNER,2024-10-08 13:47:43.591
214,10,36,INTERMEDIATE,2024-10-08 13:47:43.591
215,10,34,INTERMEDIATE,2024-10-08 13:47:43.591
216,10,1,INTERMEDIATE,2024-10-08 13:47:43.591
217,10,17,BEGINNER,2024-10-08 13:47:43.591
218,10,51,ADVANCED,2024-10-08 13:47:43.591
219,10,40,ADVANCED,2024-10-08 13:47:43.591
220,10,21,INTERMEDIATE,2024-10-08 13:47:43.591
221,10,4,BEGINNER,2024-10-08 13:47:43.591
222,11,45,BEGINNER,2024-10-08 13:47:43.591
223,11,28,ADVANCED,2024-10-08 13:47:43.591
224,11,47,INTERMEDIATE,2024-10-08 13:47:43.591
225,11,24,INTERMEDIATE,2024-10-08 13:47:43.591
226,11,42,INTERMEDIATE,2024-10-08 13:47:43.591
227,11,18,BEGINNER,2024-10-08 13:47:43.591
228,11,26,INTERMEDIATE,2024-10-08 13:47:43.591
229,11,54,INTERMEDIATE,2024-10-08 13:47:43.591
230,11,20,ADVANCED,2024-10-08 13:47:43.591
231,11,55,INTERMEDIATE,2024-10-08 13:47:43.591
232,11,51,ADVANCED,2024-10-08 13:47:43.591
233,11,4,INTERMEDIATE,2024-10-08 13:47:43.591
234,11,14,BEGINNER,2024-10-08 13:47:43.591
235,11,21,ADVANCED,2024-10-08 13:47:43.591
236,11,22,INTERMEDIATE,2024-10-08 13:47:43.591
237,11,32,BEGINNER,2024-10-08 13:47:43.591
238,11,29,ADVANCED,2024-10-08 13:47:43.591
239,11,49,ADVANCED,2024-10-08 13:47:43.591
240,11,46,BEGINNER,2024-10-08 13:47:43.591
241,11,48,BEGINNER,2024-10-08 13:47:43.591
242,11,17,INTERMEDIATE,2024-10-08 13:47:43.591
243,11,15,ADVANCED,2024-10-08 13:47:43.591
244,11,39,BEGINNER,2024-10-08 13:47:43.591
245,11,38,ADVANCED,2024-10-08 13:47:43.591
246,11,25,INTERMEDIATE,2024-10-08 13:47:43.591
247,11,3,INTERMEDIATE,2024-10-08 13:47:43.591
248,11,12,INTERMEDIATE,2024-10-08 13:47:43.591
249,12,36,ADVANCED,2024-10-08 13:47:43.591
250,12,35,INTERMEDIATE,2024-10-08 13:47:43.591
251,12,26,INTERMEDIATE,2024-10-08 13:47:43.591
252,12,21,ADVANCED,2024-10-08 13:47:43.591
253,12,52,BEGINNER,2024-10-08 13:47:43.591
254,12,55,BEGINNER,2024-10-08 13:47:43.591
255,12,1,BEGINNER,2024-10-08 13:47:43.591
256,12,45,INTERMEDIATE,2024-10-08 13:47:43.591
257,12,18,BEGINNER,2024-10-08 13:47:43.591
258,12,24,BEGINNER,2024-10-08 13:47:43.591
259,12,37,BEGINNER,2024-10-08 13:47:43.591
260,12,23,BEGINNER,2024-10-08 13:47:43.591
261,12,31,ADVANCED,2024-10-08 13:47:43.591
262,12,22,INTERMEDIATE,2024-10-08 13:47:43.591
263,12,4,BEGINNER,2024-10-08 13:47:43.591
264,12,13,INTERMEDIATE,2024-10-08 13:47:43.591
265,12,14,INTERMEDIATE,2024-10-08 13:47:43.591
266,12,2,BEGINNER,2024-10-08 13:47:43.591
267,12,11,BEGINNER,2024-10-08 13:47:43.591
268,12,5,ADVANCED,2024-10-08 13:47:43.591
269,12,25,BEGINNER,2024-10-08 13:47:43.591
270,12,43,INTERMEDIATE,2024-10-08 13:47:43.591
271,12,49,ADVANCED,2024-10-08 13:47:43.591
272,12,33,INTERMEDIATE,2024-10-08 13:47:43.591
273,12,28,BEGINNER,2024-10-08 13:47:43.591
274,12,41,ADVANCED,2024-10-08 13:47:43.591
275,12,46,BEGINNER,2024-10-08 13:47:43.591
276,12,54,BEGINNER,2024-10-08 13:47:43.591
277,12,19,BEGINNER,2024-10-08 13:47:43.591
278,12,44,ADVANCED,2024-10-08 13:47:43.591
279,12,16,BEGINNER,2024-10-08 13:47:43.591
280,12,48,ADVANCED,2024-10-08 13:47:43.591
281,13,24,INTERMEDIATE,2024-10-08 13:47:43.591
282,13,1,BEGINNER,2024-10-08 13:47:43.591
283,13,46,ADVANCED,2024-10-08 13:47:43.591
284,13,48,BEGINNER,2024-10-08 13:47:43.591
285,13,5,ADVANCED,2024-10-08 13:47:43.591
286,13,38,INTERMEDIATE,2024-10-08 13:47:43.591
287,13,52,INTERMEDIATE,2024-10-08 13:47:43.591
288,13,39,INTERMEDIATE,2024-10-08 13:47:43.591
289,13,47,BEGINNER,2024-10-08 13:47:43.591
290,13,53,ADVANCED,2024-10-08 13:47:43.591
291,13,28,ADVANCED,2024-10-08 13:47:43.591
292,13,4,ADVANCED,2024-10-08 13:47:43.591
293,13,11,ADVANCED,2024-10-08 13:47:43.591
294,13,49,INTERMEDIATE,2024-10-08 13:47:43.591
295,13,34,ADVANCED,2024-10-08 13:47:43.591
296,13,16,INTERMEDIATE,2024-10-08 13:47:43.591
297,13,30,INTERMEDIATE,2024-10-08 13:47:43.591
298,13,54,INTERMEDIATE,2024-10-08 13:47:43.591
299,13,22,BEGINNER,2024-10-08 13:47:43.591
300,13,19,INTERMEDIATE,2024-10-08 13:47:43.591
301,13,26,INTERMEDIATE,2024-10-08 13:47:43.591
302,13,43,INTERMEDIATE,2024-10-08 13:47:43.591
303,13,21,BEGINNER,2024-10-08 13:47:43.591
304,13,51,BEGINNER,2024-10-08 13:47:43.591
305,13,41,BEGINNER,2024-10-08 13:47:43.591
306,13,36,BEGINNER,2024-10-08 13:47:43.591
307,13,14,ADVANCED,2024-10-08 13:47:43.591
308,13,20,INTERMEDIATE,2024-10-08 13:47:43.591
309,13,3,BEGINNER,2024-10-08 13:47:43.591
310,13,2,INTERMEDIATE,2024-10-08 13:47:43.591
311,13,29,BEGINNER,2024-10-08 13:47:43.591
312,14,1,ADVANCED,2024-10-08 13:47:43.591
313,14,5,BEGINNER,2024-10-08 13:47:43.591
314,14,16,ADVANCED,2024-10-08 13:47:43.591
315,14,42,INTERMEDIATE,2024-10-08 13:47:43.591
316,14,47,INTERMEDIATE,2024-10-08 13:47:43.591
317,14,12,INTERMEDIATE,2024-10-08 13:47:43.591
318,14,31,INTERMEDIATE,2024-10-08 13:47:43.591
319,14,29,BEGINNER,2024-10-08 13:47:43.591
320,14,41,INTERMEDIATE,2024-10-08 13:47:43.591
321,14,2,ADVANCED,2024-10-08 13:47:43.591
322,14,38,BEGINNER,2024-10-08 13:47:43.591
323,14,50,ADVANCED,2024-10-08 13:47:43.591
324,15,54,INTERMEDIATE,2024-10-08 13:47:43.591
325,15,39,BEGINNER,2024-10-08 13:47:43.591
326,15,51,BEGINNER,2024-10-08 13:47:43.591
327,15,53,INTERMEDIATE,2024-10-08 13:47:43.591
328,15,46,BEGINNER,2024-10-08 13:47:43.591
329,15,52,INTERMEDIATE,2024-10-08 13:47:43.591
330,15,15,ADVANCED,2024-10-08 13:47:43.591
331,15,16,ADVANCED,2024-10-08 13:47:43.591
332,15,43,ADVANCED,2024-10-08 13:47:43.591
333,15,49,ADVANCED,2024-10-08 13:47:43.591
334,15,31,BEGINNER,2024-10-08 13:47:43.591
335,15,38,ADVANCED,2024-10-08 13:47:43.591
336,15,17,ADVANCED,2024-10-08 13:47:43.591
337,15,55,INTERMEDIATE,2024-10-08 13:47:43.591
338,15,12,INTERMEDIATE,2024-10-08 13:47:43.591
339,15,29,ADVANCED,2024-10-08 13:47:43.591
340,15,34,ADVANCED,2024-10-08 13:47:43.591
341,15,1,ADVANCED,2024-10-08 13:47:43.591
342,15,14,ADVANCED,2024-10-08 13:47:43.591
343,15,42,BEGINNER,2024-10-08 13:47:43.591
344,15,23,INTERMEDIATE,2024-10-08 13:47:43.591
345,15,11,INTERMEDIATE,2024-10-08 13:47:43.591
346,15,22,ADVANCED,2024-10-08 13:47:43.591
347,15,3,INTERMEDIATE,2024-10-08 13:47:43.591
348,15,35,ADVANCED,2024-10-08 13:47:43.591
349,15,32,ADVANCED,2024-10-08 13:47:43.591
350,15,50,ADVANCED,2024-10-08 13:47:43.591
351,15,44,ADVANCED,2024-10-08 13:47:43.591
352,15,19,ADVANCED,2024-10-08 13:47:43.591
353,15,2,ADVANCED,2024-10-08 13:47:43.591
354,15,47,BEGINNER,2024-10-08 13:47:43.591
355,15,41,ADVANCED,2024-10-08 13:47:43.591
356,15,25,ADVANCED,2024-10-08 13:47:43.591
357,15,5,INTERMEDIATE,2024-10-08 13:47:43.591
358,15,30,INTERMEDIATE,2024-10-08 13:47:43.591
359,15,20,BEGINNER,2024-10-08 13:47:43.591
360,15,27,ADVANCED,2024-10-08 13:47:43.591
361,15,21,BEGINNER,2024-10-08 13:47:43.591
362,15,4,INTERMEDIATE,2024-10-08 13:47:43.591
363,15,18,INTERMEDIATE,2024-10-08 13:47:43.591
364,15,13,INTERMEDIATE,2024-10-08 13:47:43.591
365,15,24,BEGINNER,2024-10-08 13:47:43.591
366,15,33,INTERMEDIATE,2024-10-08 13:47:43.591
367,15,28,BEGINNER,2024-10-08 13:47:43.591
368,15,26,INTERMEDIATE,2024-10-08 13:47:43.591
369,15,45,ADVANCED,2024-10-08 13:47:43.591
370,15,48,BEGINNER,2024-10-08 13:47:43.591
371,15,36,INTERMEDIATE,2024-10-08 13:47:43.591
372,16,36,INTERMEDIATE,2024-10-08 13:47:43.591
373,16,28,ADVANCED,2024-10-08 13:47:43.591
374,16,20,ADVANCED,2024-10-08 13:47:43.591
375,16,2,INTERMEDIATE,2024-10-08 13:47:43.591
376,16,52,INTERMEDIATE,2024-10-08 13:47:43.591
377,16,48,ADVANCED,2024-10-08 13:47:43.591
378,16,38,BEGINNER,2024-10-08 13:47:43.591
379,16,25,BEGINNER,2024-10-08 13:47:43.591
380,16,47,INTERMEDIATE,2024-10-08 13:47:43.591
381,16,34,BEGINNER,2024-10-08 13:47:43.591
382,16,16,ADVANCED,2024-10-08 13:47:43.591
383,16,11,INTERMEDIATE,2024-10-08 13:47:43.591
384,16,3,ADVANCED,2024-10-08 13:47:43.591
385,16,24,INTERMEDIATE,2024-10-08 13:47:43.591
386,16,50,BEGINNER,2024-10-08 13:47:43.591
387,16,23,BEGINNER,2024-10-08 13:47:43.591
388,16,39,BEGINNER,2024-10-08 13:47:43.591
389,17,24,INTERMEDIATE,2024-10-08 13:47:43.591
390,17,21,INTERMEDIATE,2024-10-08 13:47:43.591
391,17,17,BEGINNER,2024-10-08 13:47:43.591
392,17,14,BEGINNER,2024-10-08 13:47:43.591
393,17,22,ADVANCED,2024-10-08 13:47:43.591
394,17,23,ADVANCED,2024-10-08 13:47:43.591
395,17,19,BEGINNER,2024-10-08 13:47:43.591
396,17,54,BEGINNER,2024-10-08 13:47:43.591
397,17,40,BEGINNER,2024-10-08 13:47:43.591
398,17,27,INTERMEDIATE,2024-10-08 13:47:43.591
399,17,12,BEGINNER,2024-10-08 13:47:43.591
400,17,13,INTERMEDIATE,2024-10-08 13:47:43.591
401,17,50,ADVANCED,2024-10-08 13:47:43.591
402,17,36,ADVANCED,2024-10-08 13:47:43.591
403,17,1,BEGINNER,2024-10-08 13:47:43.591
404,17,46,ADVANCED,2024-10-08 13:47:43.591
405,17,32,ADVANCED,2024-10-08 13:47:43.591
406,17,33,ADVANCED,2024-10-08 13:47:43.591
407,17,45,ADVANCED,2024-10-08 13:47:43.591
408,17,15,ADVANCED,2024-10-08 13:47:43.591
409,17,11,INTERMEDIATE,2024-10-08 13:47:43.591
410,17,28,ADVANCED,2024-10-08 13:47:43.591
411,17,4,INTERMEDIATE,2024-10-08 13:47:43.591
412,17,38,ADVANCED,2024-10-08 13:47:43.591
413,17,53,BEGINNER,2024-10-08 13:47:43.591
414,17,25,ADVANCED,2024-10-08 13:47:43.591
415,17,31,INTERMEDIATE,2024-10-08 13:47:43.591
416,18,31,ADVANCED,2024-10-08 13:47:43.591
417,18,32,BEGINNER,2024-10-08 13:47:43.591
418,18,29,INTERMEDIATE,2024-10-08 13:47:43.591
419,18,47,INTERMEDIATE,2024-10-08 13:47:43.591
420,18,33,INTERMEDIATE,2024-10-08 13:47:43.591
421,18,54,ADVANCED,2024-10-08 13:47:43.591
422,18,43,BEGINNER,2024-10-08 13:47:43.591
423,18,22,ADVANCED,2024-10-08 13:47:43.591
424,18,1,BEGINNER,2024-10-08 13:47:43.591
425,18,20,INTERMEDIATE,2024-10-08 13:47:43.591
426,18,48,ADVANCED,2024-10-08 13:47:43.591
427,18,34,INTERMEDIATE,2024-10-08 13:47:43.591
428,18,36,INTERMEDIATE,2024-10-08 13:47:43.591
429,18,30,INTERMEDIATE,2024-10-08 13:47:43.591
430,18,38,INTERMEDIATE,2024-10-08 13:47:43.591
431,18,44,BEGINNER,2024-10-08 13:47:43.591
432,18,53,BEGINNER,2024-10-08 13:47:43.591
433,18,17,BEGINNER,2024-10-08 13:47:43.591
434,18,42,BEGINNER,2024-10-08 13:47:43.591
435,18,51,ADVANCED,2024-10-08 13:47:43.591
436,18,16,BEGINNER,2024-10-08 13:47:43.591
437,18,49,INTERMEDIATE,2024-10-08 13:47:43.591
438,19,19,ADVANCED,2024-10-08 13:47:43.591
439,19,29,BEGINNER,2024-10-08 13:47:43.591
440,19,50,ADVANCED,2024-10-08 13:47:43.591
441,19,33,ADVANCED,2024-10-08 13:47:43.591
442,19,45,ADVANCED,2024-10-08 13:47:43.591
443,19,11,BEGINNER,2024-10-08 13:47:43.591
444,19,36,ADVANCED,2024-10-08 13:47:43.591
445,19,47,INTERMEDIATE,2024-10-08 13:47:43.591
446,19,53,INTERMEDIATE,2024-10-08 13:47:43.591
447,19,3,INTERMEDIATE,2024-10-08 13:47:43.591
448,19,20,BEGINNER,2024-10-08 13:47:43.591
449,19,54,INTERMEDIATE,2024-10-08 13:47:43.591
450,19,31,ADVANCED,2024-10-08 13:47:43.591
451,19,21,ADVANCED,2024-10-08 13:47:43.591
452,19,5,INTERMEDIATE,2024-10-08 13:47:43.591
453,19,15,ADVANCED,2024-10-08 13:47:43.591
454,19,22,BEGINNER,2024-10-08 13:47:43.591
455,19,35,INTERMEDIATE,2024-10-08 13:47:43.591
456,19,52,BEGINNER,2024-10-08 13:47:43.591
457,19,49,ADVANCED,2024-10-08 13:47:43.591
458,19,43,BEGINNER,2024-10-08 13:47:43.591
459,19,26,ADVANCED,2024-10-08 13:47:43.591
460,19,44,INTERMEDIATE,2024-10-08 13:47:43.591
461,19,40,ADVANCED,2024-10-08 13:47:43.591
462,19,14,BEGINNER,2024-10-08 13:47:43.591
463,19,38,BEGINNER,2024-10-08 13:47:43.591
464,19,55,ADVANCED,2024-10-08 13:47:43.591
465,19,24,BEGINNER,2024-10-08 13:47:43.591
466,20,28,ADVANCED,2024-10-08 13:47:43.591
467,20,30,ADVANCED,2024-10-08 13:47:43.591
468,20,40,ADVANCED,2024-10-08 13:47:43.591
469,20,47,INTERMEDIATE,2024-10-08 13:47:43.591
470,20,38,ADVANCED,2024-10-08 13:47:43.591
471,20,53,INTERMEDIATE,2024-10-08 13:47:43.591
472,20,36,BEGINNER,2024-10-08 13:47:43.591
473,20,41,INTERMEDIATE,2024-10-08 13:47:43.591
474,20,25,INTERMEDIATE,2024-10-08 13:47:43.591
475,20,15,BEGINNER,2024-10-08 13:47:43.591
476,20,19,INTERMEDIATE,2024-10-08 13:47:43.591
477,20,54,BEGINNER,2024-10-08 13:47:43.591
478,20,33,INTERMEDIATE,2024-10-08 13:47:43.591
479,20,21,INTERMEDIATE,2024-10-08 13:47:43.591
