id,userId,courseId,learningPathId,assignedAt
74,7,1571.0,,2023-12-16 20:51:09.000
75,7,866.0,,2023-10-26 07:32:57.000
76,7,1802.0,,2020-06-19 12:58:22.000
77,7,449.0,,2020-04-30 19:14:20.000
78,7,224.0,,2020-04-12 03:56:58.000
79,7,1995.0,,2022-06-03 18:30:13.000
80,7,887.0,,2021-11-22 08:19:46.000
81,7,2703.0,,2021-11-07 00:43:39.000
82,7,1708.0,,2023-12-19 17:36:35.000
83,7,2305.0,,2022-11-21 21:44:51.000
84,7,3349.0,,2020-06-27 11:11:01.000
85,7,1277.0,,2022-03-09 06:01:34.000
86,8,281.0,,2021-12-21 18:08:52.000
87,8,3071.0,,2021-07-21 16:01:04.000
88,8,1429.0,,2020-01-06 21:50:08.000
89,8,14.0,,2023-03-21 18:24:46.000
90,8,44.0,,2020-02-02 15:22:31.000
91,8,1354.0,,2022-04-04 19:16:24.000
92,8,1722.0,,2022-12-07 13:52:04.000
93,8,300.0,,2023-05-21 00:51:46.000
94,8,1371.0,,2022-06-13 01:51:41.000
95,8,347.0,,2024-06-13 07:41:53.000
96,8,1084.0,,2023-04-06 22:31:33.000
97,8,1243.0,,2020-07-17 22:05:03.000
98,8,3648.0,,2020-02-22 09:54:50.000
99,8,624.0,,2024-03-28 22:11:20.000
100,8,501.0,,2021-03-25 18:39:08.000
101,8,162.0,,2021-05-26 04:21:14.000
102,8,876.0,,2020-02-26 03:50:01.000
103,8,1651.0,,2021-08-08 23:04:20.000
104,8,1285.0,,2021-04-28 05:35:43.000
105,8,1541.0,,2024-05-29 00:46:46.000
106,8,3212.0,,2021-12-21 05:47:14.000
107,9,139.0,,2023-02-26 00:01:22.000
108,9,3201.0,,2022-10-15 11:15:43.000
109,9,824.0,,2021-02-01 07:06:15.000
110,9,1609.0,,2022-12-04 16:55:01.000
111,9,514.0,,2022-08-09 15:45:54.000
112,9,561.0,,2020-12-07 08:29:08.000
113,9,709.0,,2020-05-06 05:15:21.000
114,9,3634.0,,2022-03-27 09:17:29.000
115,9,1971.0,,2023-04-18 21:47:42.000
116,9,1858.0,,2022-11-29 18:26:30.000
117,9,1310.0,,2024-02-16 17:19:00.000
118,9,2680.0,,2022-05-10 18:57:08.000
119,9,716.0,,2023-11-16 05:39:51.000
120,9,2261.0,,2023-11-01 07:38:29.000
121,9,1835.0,,2022-04-08 22:58:34.000
122,9,3504.0,,2022-11-22 18:50:34.000
123,9,2486.0,,2024-05-16 05:43:25.000
124,9,2233.0,,2023-03-13 09:47:52.000
125,9,613.0,,2022-01-05 20:30:24.000
126,9,2879.0,,2021-03-22 09:24:34.000
127,9,2996.0,,2021-11-18 19:40:43.000
128,9,352.0,,2023-05-12 21:56:12.000
129,10,2592.0,,2023-01-14 00:01:52.000
130,10,3101.0,,2023-12-08 16:19:19.000
131,10,732.0,,2024-03-02 20:47:45.000
132,10,3438.0,,2021-06-03 16:58:51.000
133,10,127.0,,2024-08-29 16:16:38.000
134,10,722.0,,2024-05-27 22:58:54.000
135,10,2309.0,,2023-06-30 09:56:22.000
136,10,1418.0,,2020-01-20 09:08:08.000
137,10,2739.0,,2020-03-04 01:42:38.000
138,10,534.0,,2022-04-19 04:14:05.000
139,10,3516.0,,2022-11-29 15:25:08.000
140,10,3338.0,,2020-12-24 09:08:02.000
141,10,3105.0,,2023-08-19 14:53:15.000
142,10,2989.0,,2024-05-19 20:31:03.000
143,10,1611.0,,2022-12-29 22:45:10.000
144,10,3107.0,,2024-07-06 12:58:18.000
145,10,2238.0,,2023-01-29 10:50:42.000
146,10,41.0,,2023-07-20 22:25:49.000
147,10,1770.0,,2022-12-08 02:02:05.000
148,10,2212.0,,2020-04-22 21:35:30.000
149,11,50.0,,2020-09-13 03:28:46.000
150,11,2040.0,,2021-11-06 11:53:07.000
151,11,506.0,,2021-03-05 01:47:51.000
152,11,1279.0,,2023-06-05 05:55:17.000
153,11,209.0,,2023-11-26 14:06:00.000
154,11,1982.0,,2023-01-03 02:45:27.000
155,11,126.0,,2022-12-12 22:10:48.000
156,11,3473.0,,2022-04-17 08:26:11.000
157,11,357.0,,2021-05-26 10:11:21.000
158,11,3192.0,,2024-04-15 02:21:14.000
159,11,3145.0,,2020-01-23 07:35:21.000
160,11,458.0,,2022-08-23 10:27:22.000
161,11,1487.0,,2024-07-29 19:39:02.000
162,11,2411.0,,2021-08-08 07:47:13.000
163,11,2016.0,,2021-07-28 00:02:26.000
164,11,1339.0,,2024-08-21 12:23:53.000
165,11,582.0,,2020-11-26 17:01:10.000
166,11,2470.0,,2021-04-08 14:23:17.000
167,11,2009.0,,2021-06-07 13:47:10.000
168,12,3374.0,,2023-04-30 04:25:06.000
169,12,3665.0,,2021-04-04 03:55:06.000
170,12,342.0,,2024-06-25 07:11:53.000
171,12,2210.0,,2022-06-06 03:22:58.000
172,12,540.0,,2021-09-12 15:59:19.000
173,12,1216.0,,2021-06-02 07:37:32.000
174,12,3011.0,,2020-02-18 11:29:03.000
175,12,3152.0,,2020-02-18 23:31:35.000
176,12,2476.0,,2023-10-09 08:35:52.000
177,12,2052.0,,2021-01-27 06:44:08.000
178,12,1915.0,,2022-05-18 21:06:12.000
179,12,1961.0,,2023-03-17 11:17:45.000
180,12,2435.0,,2022-04-23 15:31:54.000
181,12,2623.0,,2024-03-16 10:03:04.000
182,12,1806.0,,2021-01-10 16:42:01.000
183,12,88.0,,2024-06-01 09:32:46.000
184,13,2115.0,,2024-10-04 05:33:13.000
185,13,2067.0,,2021-07-21 04:14:22.000
186,13,2752.0,,2024-03-29 07:58:34.000
187,13,2208.0,,2022-10-13 07:10:41.000
188,13,2756.0,,2024-08-04 17:26:36.000
189,13,2392.0,,2023-11-30 00:21:54.000
190,13,1557.0,,2022-03-02 16:43:56.000
191,13,2736.0,,2024-02-25 16:13:06.000
192,13,49.0,,2023-05-16 12:44:20.000
193,13,3188.0,,2023-04-18 23:43:12.000
194,13,2627.0,,2023-01-10 06:12:25.000
195,13,689.0,,2023-04-12 01:22:25.000
196,13,883.0,,2022-11-13 10:25:28.000
197,13,2305.0,,2020-02-19 15:15:49.000
198,13,3405.0,,2021-08-03 06:57:31.000
199,13,2141.0,,2022-06-10 00:53:23.000
200,13,1766.0,,2024-05-29 10:39:42.000
201,13,346.0,,2021-07-29 03:24:18.000
202,13,226.0,,2022-04-21 01:00:13.000
203,13,1077.0,,2022-11-01 18:33:10.000
204,13,3231.0,,2023-03-10 21:27:07.000
205,13,3394.0,,2021-04-09 08:12:12.000
206,13,2223.0,,2022-02-07 18:39:11.000
207,14,1743.0,,2020-01-20 19:05:32.000
208,14,2040.0,,2021-01-29 11:46:23.000
209,14,2738.0,,2023-06-21 19:07:11.000
210,14,2374.0,,2021-07-25 22:58:03.000
211,14,2966.0,,2022-02-24 16:39:56.000
212,14,2814.0,,2020-05-21 19:45:37.000
213,14,1971.0,,2020-10-12 22:52:07.000
214,14,3490.0,,2022-12-23 04:50:23.000
215,14,815.0,,2020-11-02 10:40:11.000
216,14,1996.0,,2023-09-27 23:38:09.000
217,14,3506.0,,2024-07-15 07:17:11.000
218,14,1739.0,,2020-12-03 14:50:37.000
219,15,3208.0,,2023-12-25 07:46:34.000
220,15,3633.0,,2024-08-27 06:30:24.000
221,15,3613.0,,2020-02-22 11:03:50.000
222,15,306.0,,2020-03-17 00:30:25.000
223,15,909.0,,2020-12-23 07:55:08.000
224,15,2116.0,,2020-12-25 17:34:51.000
225,15,537.0,,2021-04-16 20:57:51.000
226,15,3060.0,,2024-05-12 00:08:03.000
227,15,486.0,,2020-05-12 01:42:51.000
228,15,710.0,,2024-07-16 15:27:22.000
229,15,258.0,,2021-06-26 07:51:53.000
230,16,160.0,,2024-03-08 21:05:31.000
231,16,1196.0,,2024-04-17 21:57:55.000
232,16,291.0,,2023-02-11 23:19:12.000
233,16,1584.0,,2022-11-16 17:12:28.000
234,16,821.0,,2023-01-08 11:27:02.000
235,16,3140.0,,2022-01-15 09:16:56.000
236,16,2625.0,,2023-08-06 06:29:40.000
237,16,1993.0,,2024-05-07 15:17:19.000
238,16,2653.0,,2023-11-05 04:35:32.000
239,16,631.0,,2023-10-07 09:16:44.000
240,16,334.0,,2023-08-14 15:08:52.000
241,16,3267.0,,2021-02-10 16:58:16.000
242,16,2502.0,,2023-11-17 09:35:43.000
243,16,2815.0,,2021-04-28 09:19:29.000
244,16,2514.0,,2024-05-20 15:58:34.000
245,16,1402.0,,2023-05-27 09:52:45.000
246,16,1684.0,,2023-10-14 05:35:34.000
247,16,505.0,,2024-10-04 18:38:51.000
248,16,3298.0,,2020-03-02 00:12:41.000
249,16,2066.0,,2020-09-10 05:38:58.000
250,17,1657.0,,2021-05-21 21:26:50.000
251,17,1646.0,,2024-06-01 09:00:54.000
252,17,2589.0,,2022-01-28 18:17:48.000
253,17,2739.0,,2021-06-05 03:49:07.000
254,17,2425.0,,2021-09-26 06:14:00.000
255,17,690.0,,2023-11-26 14:44:29.000
256,17,3332.0,,2024-08-21 08:45:58.000
257,17,2285.0,,2020-01-09 13:22:12.000
258,17,147.0,,2022-03-26 08:15:10.000
259,17,1842.0,,2021-06-23 08:36:22.000
260,17,3320.0,,2023-04-20 01:23:57.000
261,17,3435.0,,2021-02-24 19:30:48.000
262,17,1054.0,,2020-06-01 13:02:20.000
263,17,136.0,,2024-01-28 11:43:59.000
264,17,3229.0,,2024-05-13 03:09:57.000
265,18,1743.0,,2021-07-26 09:07:12.000
266,18,662.0,,2023-05-29 04:05:39.000
267,18,2318.0,,2021-06-07 01:45:36.000
268,18,3621.0,,2020-03-11 15:32:09.000
269,18,2930.0,,2023-02-08 16:09:05.000
270,18,3490.0,,2021-10-15 07:39:46.000
271,19,1675.0,,2021-01-15 11:51:26.000
272,19,1653.0,,2020-09-03 23:32:59.000
273,19,497.0,,2022-07-08 16:08:59.000
274,19,3122.0,,2023-08-18 11:27:45.000
275,19,1038.0,,2020-10-10 12:51:17.000
276,19,1006.0,,2020-10-14 11:40:21.000
277,19,3082.0,,2023-08-23 10:20:36.000
278,19,1504.0,,2023-01-16 04:40:37.000
279,19,2081.0,,2023-09-13 16:12:37.000
280,19,96.0,,2022-05-29 02:22:37.000
281,19,3429.0,,2020-05-17 17:18:38.000
282,19,1787.0,,2021-11-15 13:43:21.000
283,19,3243.0,,2023-04-19 10:43:24.000
284,19,969.0,,2023-12-10 18:18:39.000
285,19,2940.0,,2022-08-24 09:32:20.000
286,19,530.0,,2021-04-22 06:40:43.000
287,19,167.0,,2020-09-08 07:50:47.000
288,19,2658.0,,2022-12-08 01:35:04.000
289,19,1439.0,,2023-03-21 09:26:41.000
290,19,2729.0,,2022-12-06 04:40:39.000
291,19,1416.0,,2020-04-26 11:19:43.000
292,19,2421.0,,2020-05-30 08:38:12.000
293,20,1787.0,,2020-07-16 17:59:10.000
294,20,212.0,,2020-08-20 18:14:55.000
295,20,1206.0,,2023-04-18 04:35:55.000
296,20,2178.0,,2021-08-17 06:17:53.000
297,20,1051.0,,2023-07-14 02:17:04.000
298,20,2244.0,,2022-11-06 18:11:15.000
299,20,1919.0,,2023-06-04 01:35:38.000
300,20,948.0,,2023-09-11 21:21:46.000
301,20,2671.0,,2021-05-23 08:03:51.000
302,20,1.0,,2024-06-23 02:43:16.000
303,20,3566.0,,2024-04-14 02:43:46.000
304,20,336.0,,2024-09-01 11:57:46.000
305,20,1364.0,,2021-11-15 18:20:15.000
306,20,187.0,,2023-03-26 06:35:24.000
307,20,388.0,,2021-12-18 12:44:15.000
308,21,2797.0,,2021-04-25 17:18:16.000
309,21,2341.0,,2024-09-21 00:03:23.000
310,21,1813.0,,2021-08-08 21:26:26.000
311,21,1313.0,,2023-03-03 11:30:27.000
312,21,765.0,,2021-11-10 01:30:21.000
313,21,483.0,,2022-01-19 17:46:42.000
314,21,580.0,,2023-02-03 01:19:16.000
315,21,2475.0,,2022-05-31 20:52:52.000
316,21,2776.0,,2022-03-20 04:58:06.000
317,21,3512.0,,2022-02-22 06:07:52.000
318,21,3481.0,,2021-07-23 20:34:52.000
319,21,2505.0,,2023-07-25 21:42:26.000
320,21,2979.0,,2020-11-17 15:46:45.000
321,21,349.0,,2023-07-31 21:03:49.000
322,21,448.0,,2020-12-08 11:49:06.000
323,21,1416.0,,2020-06-12 11:33:37.000
324,21,854.0,,2021-08-31 08:31:51.000
325,21,2083.0,,2021-07-19 12:51:05.000
326,21,3316.0,,2021-05-28 01:47:40.000
327,21,2618.0,,2022-04-10 09:58:13.000
328,21,3380.0,,2024-01-13 23:30:16.000
329,21,1955.0,,2023-07-05 14:38:32.000
330,21,230.0,,2023-02-02 00:34:00.000
331,21,1304.0,,2021-07-25 10:04:41.000
332,22,1645.0,,2020-04-02 17:41:20.000
333,22,2932.0,,2022-02-07 15:32:45.000
334,22,2844.0,,2022-04-03 17:42:05.000
335,22,3572.0,,2023-03-24 13:35:06.000
336,22,259.0,,2024-09-14 06:44:16.000
337,22,2430.0,,2020-08-25 16:50:55.000
338,22,3201.0,,2020-07-12 22:00:35.000
339,22,743.0,,2020-10-21 14:22:11.000
340,22,3136.0,,2020-03-23 02:36:09.000
341,22,2461.0,,2023-04-10 10:03:48.000
342,22,327.0,,2021-05-24 02:42:00.000
343,22,2747.0,,2021-08-05 11:33:05.000
344,22,1160.0,,2022-08-04 18:45:42.000
345,22,939.0,,2022-09-13 00:59:21.000
346,22,1540.0,,2020-11-28 07:09:33.000
347,22,3033.0,,2023-10-25 08:30:14.000
348,22,1874.0,,2024-08-06 12:09:28.000
349,22,2744.0,,2023-10-15 01:47:52.000
350,22,1218.0,,2021-07-02 09:31:45.000
351,22,324.0,,2020-11-10 13:55:01.000
352,22,2040.0,,2021-12-11 08:34:38.000
353,23,1074.0,,2021-04-27 04:11:45.000
354,23,1097.0,,2020-01-01 08:22:47.000
355,23,973.0,,2022-03-04 02:17:29.000
356,23,317.0,,2021-07-21 20:23:57.000
357,23,2803.0,,2024-02-12 17:09:39.000
358,23,879.0,,2022-11-28 13:01:37.000
359,23,2848.0,,2020-09-05 02:59:59.000
360,23,2270.0,,2022-12-04 22:19:27.000
361,23,1863.0,,2024-04-06 13:57:51.000
362,23,1987.0,,2021-04-15 22:59:42.000
363,23,284.0,,2021-01-21 08:23:18.000
364,23,1458.0,,2023-05-05 18:40:32.000
365,23,73.0,,2023-07-09 22:30:33.000
366,23,967.0,,2023-09-15 18:40:21.000
367,24,3469.0,,2020-10-11 00:50:16.000
368,24,2773.0,,2022-02-24 22:33:03.000
369,24,2856.0,,2020-02-03 06:25:07.000
370,24,1916.0,,2023-10-26 20:20:48.000
371,24,408.0,,2022-04-19 07:47:33.000
372,24,2795.0,,2021-11-18 22:59:19.000
373,24,2249.0,,2021-08-16 18:31:58.000
374,24,2481.0,,2021-12-06 00:38:47.000
375,24,1384.0,,2022-08-14 09:13:03.000
376,24,2190.0,,2020-05-02 02:46:36.000
377,25,3066.0,,2022-12-29 05:57:29.000
378,25,1812.0,,2023-10-16 18:06:00.000
379,25,451.0,,2023-12-12 10:41:23.000
380,25,165.0,,2022-09-29 15:43:15.000
381,25,2803.0,,2024-04-24 04:06:13.000
382,25,1795.0,,2020-11-02 11:24:26.000
383,25,2008.0,,2021-07-14 01:30:07.000
384,25,1071.0,,2021-08-26 07:15:45.000
385,25,1747.0,,2020-01-21 19:41:50.000
386,25,416.0,,2021-04-02 06:07:05.000
387,25,1703.0,,2024-06-05 14:18:39.000
388,25,2525.0,,2020-11-28 20:38:39.000
389,26,1658.0,,2023-12-25 05:37:17.000
390,26,2537.0,,2020-01-22 08:00:24.000
391,26,1929.0,,2024-02-23 12:53:10.000
392,26,1864.0,,2020-02-25 05:12:01.000
393,26,2986.0,,2022-10-25 23:13:12.000
394,26,1149.0,,2024-06-25 14:25:49.000
395,26,883.0,,2021-12-16 18:03:45.000
396,27,1272.0,,2021-10-07 02:20:09.000
397,27,1219.0,,2024-04-17 10:23:00.000
398,27,866.0,,2023-01-02 11:02:44.000
399,27,1316.0,,2022-12-06 21:01:17.000
400,27,3002.0,,2023-10-22 22:28:48.000
401,27,2899.0,,2023-10-29 10:45:57.000
402,27,3048.0,,2022-08-22 00:27:59.000
403,27,1779.0,,2022-04-07 14:36:51.000
404,27,2743.0,,2023-07-31 21:59:49.000
405,27,1970.0,,2023-06-26 08:29:09.000
406,27,2565.0,,2021-12-03 12:23:08.000
407,27,2153.0,,2020-08-13 14:17:01.000
408,28,482.0,,2022-05-08 18:30:56.000
409,28,2519.0,,2021-10-04 15:20:16.000
410,28,2453.0,,2023-11-30 15:44:15.000
411,28,2835.0,,2023-10-20 07:06:42.000
412,28,2791.0,,2021-03-01 12:48:52.000
413,28,2686.0,,2020-04-26 09:41:31.000
414,28,2682.0,,2020-09-04 22:31:11.000
415,28,1500.0,,2021-11-22 15:59:04.000
416,28,1343.0,,2021-02-28 05:16:46.000
417,28,1735.0,,2020-02-16 07:13:42.000
418,28,77.0,,2024-08-15 07:59:53.000
419,28,2388.0,,2022-02-19 23:22:07.000
420,28,3651.0,,2022-08-03 18:55:29.000
421,28,2432.0,,2022-05-30 15:29:13.000
422,29,2888.0,,2022-03-14 11:25:43.000
423,29,1456.0,,2022-04-08 06:20:44.000
424,29,3629.0,,2023-11-05 16:45:37.000
425,29,17.0,,2021-10-26 03:52:33.000
426,29,3144.0,,2023-11-22 19:53:48.000
427,29,15.0,,2020-02-15 19:31:38.000
428,29,247.0,,2021-02-21 07:01:02.000
429,29,1897.0,,2022-04-09 14:19:42.000
430,29,2491.0,,2022-08-29 08:14:23.000
431,29,1708.0,,2020-03-13 06:06:21.000
432,29,3388.0,,2020-11-12 14:04:10.000
433,29,2938.0,,2022-07-05 06:23:16.000
434,29,3541.0,,2024-02-18 22:47:24.000
435,29,1599.0,,2020-10-14 04:06:52.000
436,30,1565.0,,2024-01-12 16:10:14.000
437,30,1497.0,,2024-02-18 20:42:42.000
438,30,1262.0,,2021-04-11 22:00:36.000
439,30,3081.0,,2020-08-12 13:12:51.000
440,30,3539.0,,2022-05-17 12:48:09.000
441,30,1069.0,,2020-02-12 05:29:07.000
442,30,247.0,,2023-10-28 00:28:21.000
443,30,3220.0,,2020-05-01 14:06:58.000
444,30,2449.0,,2024-07-16 00:47:27.000
445,30,2209.0,,2022-08-14 06:52:01.000
446,30,1426.0,,2022-09-15 22:57:08.000
447,30,1491.0,,2021-04-28 03:48:12.000
448,30,918.0,,2021-07-22 14:07:40.000
449,30,3209.0,,2020-01-25 07:40:07.000
450,30,748.0,,2020-05-23 00:45:14.000
451,30,2007.0,,2021-05-05 13:22:53.000
452,30,764.0,,2023-12-29 06:51:07.000
453,30,1757.0,,2021-03-05 14:55:10.000
454,30,2953.0,,2023-01-07 17:00:06.000
455,30,2475.0,,2022-11-20 05:50:42.000
456,30,1965.0,,2023-01-20 02:36:17.000
457,31,1765.0,,2024-02-20 11:51:24.000
458,31,3604.0,,2022-12-25 02:37:29.000
459,31,351.0,,2020-05-20 12:00:50.000
460,31,9.0,,2024-06-18 06:28:09.000
461,31,3379.0,,2020-12-07 13:01:25.000
462,31,2948.0,,2023-09-21 13:51:24.000
463,31,2875.0,,2024-04-24 05:12:34.000
464,31,1540.0,,2021-05-12 15:34:56.000
465,31,266.0,,2021-08-28 20:57:17.000
466,31,1164.0,,2021-11-05 05:00:44.000
467,31,3614.0,,2021-06-03 13:21:08.000
468,31,2266.0,,2024-08-24 21:14:10.000
469,31,566.0,,2024-03-02 13:13:53.000
470,32,1476.0,,2020-06-16 01:51:56.000
471,32,3087.0,,2023-08-12 21:43:12.000
472,32,1171.0,,2021-09-13 11:46:39.000
473,32,3576.0,,2023-09-04 06:46:40.000
474,32,1937.0,,2021-09-05 05:20:58.000
475,32,3433.0,,2023-03-19 09:31:13.000
476,32,3025.0,,2021-04-19 21:53:37.000
477,32,1440.0,,2020-10-01 03:37:14.000
478,32,956.0,,2023-07-12 18:22:29.000
479,32,67.0,,2024-03-27 11:25:41.000
480,32,2135.0,,2023-01-28 08:19:42.000
481,32,2152.0,,2021-12-25 23:49:32.000
482,33,897.0,,2024-10-04 00:49:39.000
483,33,3469.0,,2024-01-23 04:35:12.000
484,33,2711.0,,2023-03-07 20:05:28.000
485,33,265.0,,2022-10-05 18:55:28.000
486,33,522.0,,2020-12-02 17:59:13.000
487,33,3434.0,,2023-05-07 03:14:25.000
488,33,633.0,,2020-07-09 13:00:16.000
489,33,2706.0,,2022-01-09 17:12:10.000
490,33,2789.0,,2023-02-05 02:52:44.000
491,33,549.0,,2024-07-18 15:09:07.000
492,33,3477.0,,2024-10-01 23:29:47.000
493,33,2787.0,,2024-08-26 05:08:21.000
494,33,2775.0,,2022-03-29 20:59:14.000
495,33,2805.0,,2020-09-25 23:56:51.000
496,33,1189.0,,2023-11-28 20:52:33.000
497,33,256.0,,2024-07-04 02:01:05.000
498,33,1336.0,,2021-04-13 01:27:46.000
499,33,2965.0,,2021-01-17 06:08:46.000
500,33,3405.0,,2021-01-04 06:01:28.000
501,34,308.0,,2021-01-15 06:49:11.000
502,34,2157.0,,2023-04-16 18:36:05.000
503,34,3468.0,,2022-05-11 17:58:39.000
504,34,1541.0,,2021-05-26 09:01:14.000
505,34,266.0,,2020-07-23 17:20:48.000
506,34,1982.0,,2022-06-29 19:44:12.000
507,34,3069.0,,2024-06-17 19:04:43.000
508,34,767.0,,2020-08-25 03:51:50.000
509,34,3237.0,,2023-08-14 12:31:00.000
510,34,2393.0,,2023-09-29 12:12:41.000
511,34,1051.0,,2024-03-20 22:51:12.000
512,34,460.0,,2021-01-13 21:33:21.000
513,34,3109.0,,2024-04-30 22:00:45.000
514,34,511.0,,2021-09-22 14:29:11.000
515,34,522.0,,2023-12-22 00:10:38.000
516,34,479.0,,2023-02-24 15:08:01.000
517,34,3575.0,,2020-08-10 19:41:44.000
518,34,470.0,,2021-09-21 10:23:10.000
519,34,369.0,,2024-03-26 23:45:13.000
520,34,1954.0,,2021-12-09 18:02:10.000
521,34,2718.0,,2021-02-14 08:21:45.000
522,34,1515.0,,2023-03-05 21:29:35.000
523,34,2438.0,,2020-05-24 22:25:45.000
524,34,3254.0,,2020-08-25 13:16:08.000
525,35,230.0,,2022-12-15 17:47:05.000
526,35,2055.0,,2022-06-27 21:27:05.000
527,35,2544.0,,2022-08-10 22:54:31.000
528,35,1721.0,,2022-04-14 10:42:16.000
529,35,1952.0,,2020-04-23 21:05:48.000
530,35,2560.0,,2020-05-09 02:56:16.000
531,35,3400.0,,2024-06-12 03:16:44.000
532,35,3442.0,,2024-04-16 07:56:08.000
533,35,3436.0,,2022-08-06 22:46:55.000
534,35,244.0,,2022-03-07 08:49:50.000
535,35,1929.0,,2023-12-18 18:55:14.000
536,36,1674.0,,2023-03-24 15:33:22.000
537,36,2131.0,,2023-06-02 01:51:05.000
538,36,1212.0,,2022-06-23 10:24:29.000
539,36,1043.0,,2024-01-11 05:52:30.000
540,36,1254.0,,2020-08-18 19:12:40.000
541,36,2795.0,,2020-09-26 03:50:41.000
542,36,1846.0,,2023-08-12 09:50:11.000
543,36,2342.0,,2024-08-18 10:04:24.000
544,36,1610.0,,2022-05-05 14:01:52.000
545,36,2891.0,,2022-01-18 23:09:11.000
546,36,2289.0,,2022-05-01 00:45:19.000
547,36,1530.0,,2020-03-30 08:41:42.000
548,36,671.0,,2020-07-04 11:25:43.000
549,36,2627.0,,2023-12-06 15:22:28.000
550,36,1857.0,,2023-03-14 01:48:47.000
551,36,2523.0,,2020-01-05 17:07:18.000
552,36,2936.0,,2022-09-08 22:01:45.000
553,36,1147.0,,2024-09-11 09:05:24.000
554,36,2976.0,,2024-01-15 01:33:21.000
555,36,1582.0,,2022-10-03 15:19:02.000
556,36,322.0,,2024-01-18 16:15:59.000
557,36,1811.0,,2023-02-19 07:53:39.000
558,36,2620.0,,2021-03-07 13:19:22.000
559,37,1808.0,,2023-05-13 12:44:13.000
560,37,1110.0,,2024-07-17 09:54:04.000
561,37,1068.0,,2023-12-19 00:21:05.000
562,37,2741.0,,2024-03-04 03:52:38.000
563,37,817.0,,2021-02-24 05:42:31.000
564,37,3108.0,,2022-10-25 00:31:17.000
